區段,子分類,群組代碼,群組名稱(繁),位置,OEM編號,替換件,數量,名稱(繁中),名稱(English),名稱(Français),圖檔
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,01,16 101 378 80,RP 16 478 574 80,01/01,前轉向節,FRONT STUB AXLE CARRIER,PIVOT DE FUSEE AV,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,02,98 168 655 80,RP 98 463 295 80,01/01,前橋三角臂,WISHBONE FRONT,TRIANGLE DE TRAIN AV,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,03,96 703 676 80,,02,前輪轂,FRONT WHEEL HUB,MOYEU DE ROUE AVANT,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,04,16 478 573 80,,02,前輪轂軸承總成,FRONT HUB BEARING ASSEMBLY,ENS ROULEMENT DE MOYEU AV,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,05,3345 35,,02,(MUL) 止動環,(MUL) STOP RING,(MUL) ANNEAU D’ARRET,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,06,96 758 061 80,,02,前輪軸承保護罩,FRONT WHEEL BEARING PROTECTOR,PROTECTEUR ROULEMENT ROUE AV,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,07,98 310 885 80,,02,前轉向節球銷,BALL JOINT SUSPENSION,ROTULE DE PIVOT DE FUSEE AV,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,08,98 145 434 80,,04,前三角臂螺栓,FRONT WISHBONE FIXING BOLTS,VIS DE FIXATION TRIANGLE AVANT,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,09,98 092 711 80,,02,(MUL) 六角螺帽,(MUL) HEXAGONAL NUT,(MUL) ECROU HEXAGONAL,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,10,98 006 218 80,,02,(MUL) 六角螺帽,(MUL) HEXAGONAL NUT,(MUL) ECROU HEXAGONAL,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,11,98 007 517 80,,04,減震器螺栓,SHOCK-ABSORBER FIXING SCREW,VIS DE FIXATION D’AMORTISSEUR,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,12,98 137 225 80,,02,(MUL) 自鎖螺帽,(MUL) SELF-LOCKING NUT,(MUL) ECROU AUTOFREINE,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,13,5211 14,,04,減震器固定螺母,SHOCK-ABSORBER FIXING NUT,ECROU FIXATION D’AMORTISSEUR,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,14,96 757 844 80,,06,(MUL) 螺帽,(MUL) NUT,(MUL) ECROU,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,15,5132 A8,,04,(MUL) 六角螺帽,(MUL) HEXAGONAL NUT,(MUL) ECROU HEXAGONAL,K9PP550B02A.jpg
机械 Mécanique,前軸,K9PP550B02A,前主銷和輪轂-輪轂軸承,16,98 092 711 80,,02,(MUL) 六角螺帽,(MUL) HEXAGONAL NUT,(MUL) ECROU HEXAGONAL,K9PP550B02A.jpg
机械 Mécanique,後彈簧,K9PP551A01A,懸架樑 扭杆 彈簧,01,98 226 509 80,,01,後懸掛橫樑,REAR SUSPENSION CROSSMEMBER,TRAVERSE DE SUSPENSION AR,K9PP551A01A.jpg
机械 Mécanique,後彈簧,K9PP551A01A,懸架樑 扭杆 彈簧,02,98 136 342 80,,01,後懸臂鉸接座,REAR SUSP ARM HINGE CLEVIS,CHAPE ARTICULATION BRA AR,K9PP551A01A.jpg
机械 Mécanique,後彈簧,K9PP551A01A,懸架樑 扭杆 彈簧,03,5131 H1,,02,後橫樑鉸接,REAR CROSSMEMBER MOUNTINGS,ARTICULATIONS DE TRAVERSE AR,K9PP551A01A.jpg
机械 Mécanique,後彈簧,K9PP551A01A,懸架樑 扭杆 彈簧,04,98 245 336 80,,02,後懸掛彈簧,REAR SUSPENSION SPRING,RESSORT DE SUSPENSION AR,K9PP551A01A.jpg
机械 Mécanique,後彈簧,K9PP551A01A,懸架樑 扭杆 彈簧,05,98 203 437 80,RP 98 310 858 80,02/01,後彈簧下碗座,REAR SPRING LOWER CUP,COUPELLE INFERIEURE RESSORT AR,K9PP551A01A.jpg
机械 Mécanique,後彈簧,K9PP551A01A,懸架樑 扭杆 彈簧,06,98 349 331 80,,02,後減震限位器,BUFFER,BUTEE D’ATTAQUE AMORTISSEUR AR,K9PP551A01A.jpg
机械 Mécanique,後彈簧,K9PP551A01A,懸架樑 扭杆 彈簧,07,5154 15,,02,懸掛橫樑堵塞,SUSPENSION CROSSMEMBER PLUG,BOUCHON DE TRAVERSE SUSPENSION,K9PP551A01A.jpg
机械 Mécanique,後彈簧,K9PP551A01A,懸架樑 扭杆 彈簧,08,5164 45,,02,柔性連線支撐,FLEXIBLE CONNECTION SUPPORT,APPUI LIAISON ELASTIQUE,K9PP551A01A.jpg
机械 Mécanique,後彈簧,K9PP551A01A,懸架樑 扭杆 彈簧,09,5132 92,,02,(MUL) 凸緣螺栓,(MUL) FLANGED BOLT,(MUL) VIS A EMBASE,K9PP551A01A.jpg
机械 Mécanique,後彈簧,K9PP551A01A,懸架樑 扭杆 彈簧,10,5132 93,,02,(MUL) 凸緣螺栓,(MUL) FLANGED BOLT,(MUL) VIS A EMBASE,K9PP551A01A.jpg
机械 Mécanique,後彈簧,K9PP551A01A,懸架樑 扭杆 彈簧,11,5223 14,,02,(MUL) 凸緣螺栓,(MUL) FLANGED BOLT,(MUL) VIS A EMBASE,K9PP551A01A.jpg
机械 Mécanique,後彈簧,K9PP551A01A,懸架樑 扭杆 彈簧,12,5146 18,,02,後橋橫樑保護板,REAR CROSSMEMBER PROT SCREEN,ECRAN PROTECTEUR TRAVERSE AR,K9PP551A01A.jpg
机械 Mécanique,後彈簧,K9PP551A01A,懸架樑 扭杆 彈簧,13,5154 17,,02,懸掛橫樑堵塞,SUSPENSION CROSSMEMBER PLUG,BOUCHON DE TRAVERSE SUSPENSION,K9PP551A01A.jpg
机械 Mécanique,後彈簧,K9PP551A01A,懸架樑 扭杆 彈簧,14,5132 A8,,02,(MUL) 六角螺帽,(MUL) HEXAGONAL NUT,(MUL) ECROU HEXAGONAL,K9PP551A01A.jpg
机械 Mécanique,後減震器,K9PP552C01A,後減振器,01,98 262 430 80,RP 98 262 431 80,02/01,後減震器,REAR SUSPENSION DAMPER,AMORTISSEUR DE SUSPENSION AR,K9PP552C01A.jpg
机械 Mécanique,後減震器,K9PP552C01A,後減振器,70,3739 18,,02,(MUL) 自鎖螺帽,(MUL) SELF-LOCKING NUT,(MUL) ECROU AUTOFREINE,K9PP552C01A.jpg
机械 Mécanique,後減震器,K9PP552C01A,後減振器,71,5132 91,,02,(MUL) 凸緣螺栓,(MUL) FLANGED BOLT,(MUL) VIS A EMBASE,K9PP552C01A.jpg
机械 Mécanique,後減震器,K9PP552C01A,後減振器,72,98 200 176 80,,04,(MUL) 螺帽,(MUL) NUT,(MUL) ECROU,K9PP552C01A.jpg
机械 Mécanique,後軸,K9PP551G01A,後襬臂,01,98 200 983 80,,02,車輪輪轂,WHEEL BEARING HUB,MOYEU ROULEMENT DE ROUE,K9PP551G01A.jpg
机械 Mécanique,後軸,K9PP551G01A,後襬臂,02,98 169 983 80,,08,固定螺栓,FIXING BOLT,VIS DE FIXATION,K9PP551G01A.jpg
机械 Mécanique,後輪制動器,K9PP442E05A,後製動盤 制動鉗 剎車片,01,16 095 828 80,,01,2件裝後製動盤元件,2 DISCS KIT PRO,KIT DE 2 DISQUES DE FREINS AR,K9PP442E05A.jpg
机械 Mécanique,後輪制動器,K9PP442E05A,後製動盤 制動鉗 剎車片,02,16 090 006 80,,01,後製動塊元件,BRAKE PAD KIT REAR,JEU DE 4 PLAQUETTES FREIN AR,K9PP442E05A.jpg
机械 Mécanique,後輪制動器,K9PP442E05A,後製動盤 制動鉗 剎車片,03,98 154 112 80,,01,後剎車盤保護罩,REAR BRAKE DISC PROTECTOR,PROTECTEUR DE DISQUE FREIN AR,K9PP442E05A.jpg
机械 Mécanique,後輪制動器,K9PP442E05A,後製動盤 制動鉗 剎車片,04,16 089 988 80,,01,新制動卡鉗液壓缸,NEW BRAKE CALIPER CYLINDER,CYLINDRE NEUF ETRIER DE FREIN,K9PP442E05A.jpg
机械 Mécanique,後輪制動器,K9PP442E05A,後製動盤 制動鉗 剎車片,05,16 089 990 80,,01,制動卡鉗支架,BRAKE CALIPER YOKE,CHAPE ETRIER DE FREIN,K9PP442E05A.jpg
机械 Mécanique,後輪制動器,K9PP442E05A,後製動盤 制動鉗 剎車片,06,16 090 001 80,,02,卡鉗柱銷修理包,SET COLUMN SCREW,NECESSAIRE COLONNETTE ETRIER,K9PP442E05A.jpg
机械 Mécanique,後輪制動器,K9PP442E05A,後製動盤 制動鉗 剎車片,07,16 089 994 80,RP 16 483 221 80,02/01,帶蓋排放螺栓,BLEED SCREW WITH CAP,VIS PURGE AVEC CAPUCHON,K9PP442E05A.jpg
机械 Mécanique,後輪制動器,K9PP442E05A,後製動盤 制動鉗 剎車片,08,98 002 207 80,,04,制動鉗螺栓,BRAKE CALIPER FIXING SCREW,VIS FIXATION D’ETRIER DE FREIN,K9PP442E05A.jpg
机械 Mécanique,後輪制動器,K9PP442E05A,後製動盤 制動鉗 剎車片,09,16 175 355 80,,02,緊急制動鉗電機,BACK-UP CALIPER MOTOR,MOTEUR ETRIER SECOURS,K9PP442E05A.jpg
机械 Mécanique,後輪制動器,K9PP442E05A,後製動盤 制動鉗 剎車片,10,16 089 993 80,,02,制動鉗電機固定套件,CALIPER MOTOR FIXING KIT,KIT FIXATION MOTEUR ETRIER,K9PP442E05A.jpg
机械 Mécanique,後輪制動器,K9PP442E05A,後製動盤 制動鉗 剎車片,11,98 136 234 80,,01,制動鉗支架,BRAKE CALIPER BRACKET,SUPPORT D’ETRIER DE FREIN,K9PP442E05A.jpg
机械 Mécanique,後輪制動器,K9PP442E05A,後製動盤 制動鉗 剎車片,70,6905 36,,04,(MUL) 埋頭金屬用螺釘,(MUL) COUNTERSUNK MACHNE SCREW,(MUL) VIS A METAUX TETE FRAISE,K9PP442E05A.jpg
机械 Mécanique,後輪制動器,K9PP442E05A,後製動盤 制動鉗 剎車片,71,6923 C6,,04,(MUL)六角頭帶墊圈螺栓,(MUL) TH SCREW WITH WASHER,(MUL) VIS TH RDL,K9PP442E05A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,01,98 123 764 80,,01,氣體溫度感測器,GAS TEMPERATURE SENSOR,CAPTEUR TEMPERATURE GAZ,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,02,96 778 161 80,,01,壓差感測器,DIFFERENTIAL PRESSURE SENSOR,CAPTEUR PRESSION DIFFERENTIELL,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,03,98 137 336 80,,01,感測器插接器支架,SENSOR CONNECTOR SUPPORT,SUPPORT CONNECTEUR CAPTEUR,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,04,98 124 450 80,,01,顆粒濾清器壓力感測器管,PARTICLE FILTER PRESSURE PIPE,TUBE CAPTEUR PRESSION FAP,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,05,98 112 071 80,,01,氮氧化物感測器,NITROGEN OXIDE SENSOR,SONDE OXYDE AZOTE,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,06,98 162 764 80,,01,氮氧化物感測器,NITROGEN OXIDE SENSOR,SONDE OXYDE AZOTE,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,07,98 134 042 80,,01,感測器支架,SENSOR BRACKET,SUPPORT DE CAPTEUR,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,08,98 144 151 80,,01,感測器插接器支架,SENSOR CONNECTOR SUPPORT,SUPPORT CONNECTEUR CAPTEUR,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,10,98 301 239 80,,01,感測器支架,SENSOR BRACKET,SUPPORT DE CAPTEUR,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,12,98 360 731 80,,01,MUL 保護裝置,(MUL) PROTECTOR,(MUL) PROTECTEUR,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,20,98 147 034 80,,01,線束套管,HARNESS SLEEVE,GAINE DE FAISCEAU,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,21,98 081 297 80,,01,(MUL)電氣線束卡扣,(MUL) ELECTRIC HARNESS CLIP,(MUL) AGRAFE FAISCEAU ELECTRIQ,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,22,98 021 971 80,,01,(MUL) 凸緣螺栓,(MUL) FLANGED BOLT,(MUL) VIS A EMBASE,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,23,98 021 971 80,,02,(MUL) 凸緣螺栓,(MUL) FLANGED BOLT,(MUL) VIS A EMBASE,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,70,6981 P4,,04,(MUL) 固定卡箍,(MUL) TIGHTENING CLAMP,(MUL) COLLIER DE SERRAGE,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,71,16 115 673 80,,01,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,72,16 115 673 80,,02,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,73,6980 A3,,02,(MUL) 紮帶,(MUL) TIE WRAP,(MUL) LANIERE,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,74,16 227 495 80,,02,(MUL) 鉚釘,(MUL) RIVET,(MUL) RIVET,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,75,16 103 321 80,,02,螺絲,BOLT,VIS,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J50A,調節器盒 排氣溫度感測器；氧感測器,76,98 227 513 80,,02,六角頭凸緣螺栓,H EMB BOLT,VIS H EMB,K9PP116J50A.jpg
机械 Mécanique,排放控制,K9PP116J80M,廢氣再迴圈管路,01,98 130 548 80,,01,氣體回收管,GAS RECYCLING TUBE,TUBE DE RECYCLAGE DES GAZ,K9PP116J80M.jpg
机械 Mécanique,排放控制,K9PP116J80M,廢氣再迴圈管路,05,98 298 700 80,,01,調節閥,EGR VALVE,VANNE R G E,K9PP116J80M.jpg
机械 Mécanique,排放控制,K9PP116J80M,廢氣再迴圈管路,08,98 130 681 80,,01,防汙染管路密封圈,EMISSION CONTROL CIRCUIT SEAL,JOINT CIRCUIT ANTIPOLLUTION,K9PP116J80M.jpg
机械 Mécanique,排放控制,K9PP116J80M,廢氣再迴圈管路,10,98 130 502 80,,01,排氣系統氣水交換器,EXHAUST GAS WATER EXCHANGER,ECHANGEUR EAU GAZ ECHAPPEMENT,K9PP116J80M.jpg
机械 Mécanique,排放控制,K9PP116J80M,廢氣再迴圈管路,11,98 130 551 80,,02,廢氣再迴圈模組密封件,GAS RECIRCULATION MODULE SEAL,JOINT MODULE RECYCLAGE GAZ,K9PP116J80M.jpg
机械 Mécanique,排放控制,K9PP116J80M,廢氣再迴圈管路,13,0250 93,,01,缸蓋雙頭螺柱,CYLINDER HEAD COVER STUD,GOUJON DE COUVERCLE DE CULASSE,K9PP116J80M.jpg
机械 Mécanique,排放控制,K9PP116J80M,廢氣再迴圈管路,15,98 130 541 80,,01,旁通執行器,BYPASS ACTUATOR,ACTUATEUR BY PASS,K9PP116J80M.jpg
机械 Mécanique,排放控制,K9PP116J80M,廢氣再迴圈管路,18,0341 H9,,02,(MUL) 螺柱,(MUL) STUD,(MUL) GOUJON,K9PP116J80M.jpg
机械 Mécanique,排放控制,K9PP116J80M,廢氣再迴圈管路,70,6925 45,,04,(MUL) 凸緣螺栓,(MUL) FLANGED BOLT,(MUL) VIS A EMBASE,K9PP116J80M.jpg
机械 Mécanique,排放控制,K9PP116J80M,廢氣再迴圈管路,71,4503 43,,02,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP116J80M.jpg
机械 Mécanique,排放控制,K9PP116J80M,廢氣再迴圈管路,72,16 115 673 80,,01,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP116J80M.jpg
机械 Mécanique,排放控制,K9PP116J80M,廢氣再迴圈管路,73,6925 69,,02,(MUL) 凸緣螺栓,(MUL) FLANGED BOLT,(MUL) VIS A EMBASE,K9PP116J80M.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,01,0341 J2,,01,排氣歧管,EXHAUST MANIFOLD,COLLECTEUR D’ECHAPPEMENT,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,02,98 162 672 80,,01,排氣歧管密封墊,EXHAUST MANIFOLD GASKET,JOINT COLLECTEUR D’ECHAPPEMENT,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,03,0341 P8,,08,(MUL) 螺柱,(MUL) STUD,(MUL) GOUJON,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,04,0353 09,,08,發動機散熱器隔套,ENGINE RADIATOR SPACER,ENTRETOISE DE RADIATEUR MOTEUR,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,05,0341 22,,10,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,06,0376 63,,02,渦輪增壓器支架螺柱,TURBO SUPPORT STUD,GOUJON DE SUPPORT TURBO,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,07,0341 P7,,02,(MUL) 螺柱,(MUL) STUD,(MUL) GOUJON,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,10,98 228 605 80,,01,新顆粒過濾三元催化器,CATALYTIC CONV + P FILT PIPE,CATALYSEUR FAP NEUF,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,11,98 085 473 80,,01,排氣管支架,EXHAUST PIPE BRACKET,SUPPORT DE LIGNE D’ECHAPPEMENT,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,12,98 133 039 80,,01,顆粒濾清器壓力管,PARTICLE FILTER PRESSURE PIPE,TUBE PRESSION FAP,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,13,98 177 652 80,,01,顆粒濾清器壓力管,PARTICLE FILTER PRESSURE PIPE,TUBE PRESSION FAP,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,14,1713 67,,01,排氣管環箍,EXHAUST SYSTEM FIXING CLAMP,COLLIER FIXATION ECHAPPEMENT,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,15,1713 60,RP 16 926 601 80,01/01,排氣管環箍,EXHAUST SYSTEM FIXING CLAMP,COLLIER FIXATION ECHAPPEMENT,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,16,1713 53,,01,排氣管環箍,EXHAUST SYSTEM FIXING CLAMP,COLLIER FIXATION ECHAPPEMENT,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,19,98 125 929 80,,01,前排氣管,EXHAUST FRONT PIPE,TUYAU AVANT D’ECHAPPEMENT,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,20,98 286 467 80,,02,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,21,1718 45,,02,渦輪增壓器支架螺柱,TURBO SUPPORT STUD,GOUJON DE SUPPORT TURBO,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,30,98 139 301 80,,01,催化液噴射器,CATALYTIC FLUID INJECTOR,INJECTEUR LIQUIDE CATALYTIQUE,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,31,16 882 924 80,,01,密封圈,SEAL,JOINT,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,32,98 237 435 80,RP 16 844 494 80,01/01,(MUL) 金屬卡箍,(MUL) METAL CLIP,(MUL) COLLIER METALLIQUE,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117A50A,前催化轉化器 排氣歧管,33,98 145 432 80,,01,噴射器隔熱板,INJECTOR HEAT SHIELD,ECRAN THERMIQUE INJECTEUR,K9PP117A50A.jpg
机械 Mécanique,排氣,K9PP117E50A,排氣中管和後管,02,98 222 969 80,RP 98 266 391 80,01/01,排氣管中段,EXHAUST INTERMEDIATE PIPE,TUYAU INTERMEDIAIRE ECH,K9PP117E50A.jpg
机械 Mécanique,排氣,K9PP117E50A,排氣中管和後管,05,98 222 972 80,RP 98 638 981 80,01/01,排氣管後消聲器,REAR SILENCER,SILENCIEUX AR D’ECHAPPEMENT,K9PP117E50A.jpg
机械 Mécanique,排氣,K9PP117E50A,排氣中管和後管,06,1713 67,,01,排氣管環箍,EXHAUST SYSTEM FIXING CLAMP,COLLIER FIXATION ECHAPPEMENT,K9PP117E50A.jpg
机械 Mécanique,排氣,K9PP117E50A,排氣中管和後管,07,1736 32,,01,前排氣管套管,EXHAUST FRONT PIPE SLEEVE,MANCHON TUYAU AV ECHAPPEMENT,K9PP117E50A.jpg
机械 Mécanique,排氣,K9PP117E50A,排氣中管和後管,08,96 743 251 80,,02,排氣管彈性支架,EXHAUST FLEXIBLE MOUNTING,SUPPORT ELASTIQUE ECHAPPEMENT,K9PP117E50A.jpg
机械 Mécanique,排氣,K9PP117E50A,排氣中管和後管,09,98 098 038 80,,01,排氣管彈性支架,EXHAUST FLEXIBLE MOUNTING,SUPPORT ELASTIQUE ECHAPPEMENT,K9PP117E50A.jpg
机械 Mécanique,排氣,K9PP117E50A,排氣中管和後管,10,1755 P1,,01,排氣管彈性支架,EXHAUST FLEXIBLE MOUNTING,SUPPORT ELASTIQUE ECHAPPEMENT,K9PP117E50A.jpg
机械 Mécanique,排氣,K9PP117E50A,排氣中管和後管,15,98 098 400 80,,02,螺絲,BOLT,VIS,K9PP117E50A.jpg
机械 Mécanique,排氣,K9PP117E50A,排氣中管和後管,16,98 098 400 80,,02,螺絲,BOLT,VIS,K9PP117E50A.jpg
机械 Mécanique,排氣,K9PP117E50A,排氣中管和後管,70,6936 C9,,02,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP117E50A.jpg
机械 Mécanique,排氣,K9PP117H50A,排氣系統隔熱板,01,98 096 950 80,,01,排氣歧管隔熱罩,MANIFOLD HEAT SHIELD,ECRAN THERMIQUE DE COLLECTEUR,K9PP117H50A.jpg
机械 Mécanique,排氣,K9PP117H50A,排氣系統隔熱板,02,98 096 952 80,,01,渦輪增壓器隔熱板,TURBOCHARGER HEAT SHIELD,ECRAN THERMIQUE TURBO COMPRESS,K9PP117H50A.jpg
机械 Mécanique,排氣,K9PP117H50A,排氣系統隔熱板,05,98 294 062 80,RP 98 409 401 80,01/01,排氣管隔熱板,EXHAUST SYSTEM HEAT SHIELD,ECRAN THERMIQUE D’ECHAPPEMENT,K9PP117H50A.jpg
机械 Mécanique,排氣,K9PP117H50A,排氣系統隔熱板,06,98 157 478 80,,01,排氣管隔熱板,EXHAUST SYSTEM HEAT SHIELD,ECRAN THERMIQUE D’ECHAPPEMENT,K9PP117H50A.jpg
机械 Mécanique,排氣,K9PP117H50A,排氣系統隔熱板,07,98 148 159 80,,01,排氣隔音板,EXHAUST ACOUSTIC SHIELD,ECRAN ACOUSTIQUE ECHAPPEMENT,K9PP117H50A.jpg
机械 Mécanique,排氣,K9PP117H50A,排氣系統隔熱板,10,1718 44,,04,螺母,NUT,ECROU,K9PP117H50A.jpg
机械 Mécanique,排氣,K9PP117H50A,排氣系統隔熱板,11,1718 44,,02,螺母,NUT,ECROU,K9PP117H50A.jpg
机械 Mécanique,排氣,K9PP117H50A,排氣系統隔熱板,12,98 135 693 80,,08,擋熱板固定螺栓,HEAT SHIELD FIXING BOLT,VIS FIXATION ECRAN THERMIQUE,K9PP117H50A.jpg
机械 Mécanique,排氣,K9PP117H50A,排氣系統隔熱板,15,4125 07,,01,粘性泡沫,ADHESIVE FOAM,MOUSSE ADHESIVE,K9PP117H50A.jpg
机械 Mécanique,排氣,K9PP117H50A,排氣系統隔熱板,70,16 115 673 80,,02,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP117H50A.jpg
机械 Mécanique,排氣,K9PP117H50A,排氣系統隔熱板,71,6923 95,,03,(MUL)六角頭帶墊圈螺栓,(MUL) TH SCREW WITH WASHER,(MUL) VIS TH RDL,K9PP117H50A.jpg
机械 Mécanique,排氣,K9PP117H50A,排氣系統隔熱板,72,79 03 233 018,,02,螺母,NUT,ECROU,K9PP117H50A.jpg
机械 Mécanique,排氣,K9PP117H50A,排氣系統隔熱板,80,98 151 790 80,,01,卡子,STAPLE,AGRAFE,K9PP117H50A.jpg
机械 Mécanique,方向盤和方向盤控制裝置,K9PP441A01A,方向盤蓋 轉向管柱護套,01,98 261 195 ZD,,01,方向盤,STEERING WHEEL,VOLANT DE DIRECTION,K9PP441A01A.jpg
机械 Mécanique,方向盤和方向盤控制裝置,K9PP441A01A,方向盤蓋 轉向管柱護套,02,98 216 512 ZD,,01,轉向柱半護罩,COLUMN HALF COWL,DEMI-GAINE DE COLONNE,K9PP441A01A.jpg
